0.030 0.030 0.020 0.400 0.000 0.000
0.090 0.030 0.020 0.400 0.000 0.000
0.150 0.030 0.020 0.400 0.000 0.000
0.210 0.030 0.020 0.400 0.000 0.000
0.270 0.030 0.020 0.400 0.000 0.000
0.330 0.030 0.020 0.400 0.000 0.000
0.390 0.030 0.020 0.400 0.000 0.000
0.450 0.030 0.020 0.400 0.000 0.000
0.510 0.030 0.020 0.400 0.000 0.000
0.570 0.030 0.020 0.400 0.000 0.000
0.630 0.030 0.020 0.400 0.000 0.000
0.690 0.030 0.020 0.400 0.000 0.000
0.750 0.030 0.020 0.400 0.000 0.000
0.810 0.030 0.020 0.400 0.000 0.000
0.870 0.030 0.020 0.400 0.000 0.000
0.930 0.030 0.020 0.400 0.000 0.000
0.990 0.030 0.020 0.400 0.000 0.000
1.050 0.030 0.020 0.400 0.000 0.000
1.110 0.030 0.020 0.400 0.000 0.000
1.170 0.030 0.020 0.400 0.000 0.000
1.230 0.030 0.020 0.400 0.000 0.000
1.290 0.030 0.020 0.400 0.000 0.000
1.350 0.030 0.020 0.400 0.000 0.000
1.410 0.030 0.020 0.400 0.000 0.000
1.470 0.030 0.020 0.400 0.000 0.000
1.530 0.030 0.020 0.400 0.000 0.000
1.590 0.030 0.020 0.400 0.000 0.000
1.650 0.030 0.020 0.400 0.000 0.000
1.710 0.030 0.020 0.400 0.000 0.000
1.770 0.030 0.020 0.400 0.000 0.000
1.830 0.030 0.020 0.400 0.000 0.000
1.890 0.030 0.020 0.400 0.000 0.000
1.950 0.030 0.020 0.400 0.000 0.000
2.010 0.030 0.020 0.400 0.000 0.000
2.070 0.030 0.020 0.400 0.000 0.000
2.130 0.030 0.020 0.400 0.000 0.000
2.190 0.030 0.020 0.400 0.000 0.000
2.250 0.030 0.020 0.400 0.000 0.000
2.310 0.030 0.020 0.400 0.000 0.000
2.370 0.030 0.020 0.400 0.000 0.000
2.430 0.030 0.020 0.400 0.000 0.000
2.490 0.030 0.020 0.400 0.000 0.000
2.550 0.030 0.020 0.400 0.000 0.000
2.610 0.030 0.020 0.400 0.000 0.000
2.670 0.030 0.020 0.400 0.000 0.000
2.730 0.030 0.020 0.400 0.000 0.000
2.790 0.030 0.020 0.400 0.000 0.000
2.850 0.030 0.020 0.400 0.000 0.000
2.910 0.030 0.020 0.400 0.000 0.000
2.970 0.030 0.020 0.400 0.000 0.000
3.030 0.030 0.020 0.400 0.000 0.000
3.090 0.030 0.020 0.400 0.000 0.000
3.150 0.030 0.020 0.400 0.000 0.000
3.210 0.030 0.020 0.400 0.000 0.000
3.270 0.030 0.020 0.400 0.000 0.000
3.330 0.030 0.020 0.400 0.000 0.000
3.390 0.030 0.020 0.400 0.000 0.000
3.450 0.030 0.020 0.400 0.000 0.000
3.510 0.030 0.020 0.400 0.000 0.000
3.570 0.030 0.020 0.400 0.000 0.000
3.630 0.030 0.020 0.400 0.000 0.000
3.690 0.030 0.020 0.400 0.000 0.000
3.750 0.030 0.020 0.400 0.000 0.000
3.810 0.030 0.020 0.400 0.000 0.000
3.870 0.030 0.020 0.400 0.000 0.000
3.930 0.030 0.020 0.400 0.000 0.000
3.990 0.030 0.020 0.400 0.000 0.000
4.050 0.030 0.020 0.400 0.000 0.000
0.030 0.090 0.020 0.400 0.000 0.000
0.090 0.090 0.020 0.400 0.000 0.000
0.150 0.090 0.020 0.400 0.000 0.000
0.210 0.090 0.020 0.400 0.000 0.000
0.270 0.090 0.020 0.400 0.000 0.000
0.330 0.090 0.020 0.400 0.000 0.000
0.390 0.090 0.020 0.400 0.000 0.000
0.450 0.090 0.020 0.400 0.000 0.000
0.510 0.090 0.020 0.400 0.000 0.000
0.570 0.090 0.020 0.400 0.000 0.000
0.630 0.090 0.020 0.400 0.000 0.000
0.690 0.090 0.020 0.400 0.000 0.000
0.750 0.090 0.020 0.400 0.000 0.000
0.810 0.090 0.020 0.400 0.000 0.000
0.870 0.090 0.020 0.400 0.000 0.000
0.930 0.090 0.020 0.400 0.000 0.000
0.990 0.090 0.020 0.400 0.000 0.000
